number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,critical_temp,Superconductivity Type
3,66.92895,708.6333333,159,6434,54.03333333,29.03333333,54.66666667,4,7.8,1
3,93.6585,700.2333333,162,7992,63.63333333,30.53333333,64,4,7.8,1
3,31.71501287,650.8666667,141,2193.333333,60.99,23.14666667,195,3,7.8,1
3,43.93429333,749.9333333,132,4453.333333,83.63333333,42.33333333,77,4,7.8,1
2,185.0235,764.4,190.5,20135,48.05,34,109,6.5,7.8,1
3,89.35365667,679.1333333,161.3333333,6948.666667,95.8,27.4,94.33333333,4.333333333,7.8,1
2,208.0902,709.05,148.5,10560,64.65,7.835,21.5,4.5,7.8,1
3,136.2072167,718.2333333,183,11137.66667,126.2666667,19.56666667,48,4.666666667,7.8,1
3,136.2072167,718.2333333,183,11137.66667,126.2666667,19.56666667,48,4.666666667,7.8,1
5,52.14440704,1060.9,107.8,3169.225,122.24,4.2444,18.458056,2.8,7.8,1
5,52.14440704,1060.9,107.8,3169.225,122.24,4.2444,18.458056,2.8,7.8,1
5,65.53419,766.34,149.6,5200.2,75.94,38.72,57.2,3,7.81,1
2,136.92713,711.85,199,12610,60.05,31.4,55.5,5,7.82,1
2,46.95716,987.45,125.5,4285.04495,80.95,13.679,27.09025,3,7.83,1
2,71.08275,654.9,188.5,6310.5,47.35,21.9,27,4.5,7.83,1
2,164.48,774.25,143.5,9018.5,70.65,12.235,29.5,4.5,7.83,1
2,51.85869,731.9,142.5,5515,57.9,38.4,40.5,4,7.83,1
2,67.4025,849.75,129.5,6346.5,106.85,9.6,39.76,4.5,7.83,1
5,63.3290464,914.14,122.2,4314.2858,72.24,9.7324,28.452516,3.6,7.83,1
5,81.53989,754.42,150.8,6182.6,80.02,40.58,56.8,3,7.84,1
5,100.210634,765.32,146.4,7865.2,98.28,37.68,53.6,3.8,7.84,1
1,69.723,578.7,136,5904,30.4,5.59,29,3,7.84,1
5,74.290174,810.8,149.8,4975.4858,63.986,6.9944,113.605316,2.2,7.85,1
1,69.723,578.7,136,5904,30.4,5.59,29,3,7.85,1
2,136.92713,711.85,199,12610,60.05,31.4,55.5,5,7.85,1
2,141.0835,721.95,189,15650,44.7,34.5,93.5,6.5,7.85,1
3,107.24042,693.8333333,191.3333333,9909,43.06666667,27.16666667,44.33333333,4.666666667,7.85,1
2,54.45289,988.35,123,4285.7145,115.05,13.511,27.01329,3.5,7.85,1
3,87.46833333,856.1666667,127.3333333,6311,135.1333333,12.23333333,27.50666667,5,7.85,1
4,113.5267,651.125,177,8434.25,58.5,29.4,44.5,3.75,7.85,1
3,136.2072167,718.2333333,183,11137.66667,126.2666667,19.56666667,48,4.666666667,7.85,1
2,114.40744,708.95,188,10578.5,20.8,27.35,39.5,4.5,7.86,1
5,74.51438,706.42,181.6,5021.4,32.71,11.836,73.4,2.6,7.86,1
5,82.98973464,1047.22,103,3577.825,163.14,3.8824,4.251856,3.4,7.86,1
4,110.056303,699.475,173,9429,89.675,28.55,83,4,7.87,1
2,163.8452,705.55,144,8545,100.75,8.95,37.5,4.5,7.88,1
2,140.92,735.95,188,15375,67.3,29,110.5,6,7.88,1
5,81.789084,752.62,151.4,6194.8,80.02,40.06,57,3,7.89,1
3,31.71501287,650.8666667,141,2193.333333,60.99,23.14666667,195,3,7.89,1
5,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,7.9,1
4,90.2786,773.025,163,4870.35725,82.3375,7.1055,108.756645,2.25,7.9,1
3,20.69917953,704.9,116.6666667,2299.333333,24.56666667,23.13333333,140.6666667,2.666666667,7.9,1
2,140.92,735.95,188,15375,67.3,29,110.5,6,7.9,1
3,130.2986267,750.4,182.6666667,14156.66667,135.2,22.83333333,91.66666667,5.666666667,7.9,1
2,142.56169,765.85,189,15565,120.05,26.4,102,5.5,7.9,1
3,123.8161933,807,158.3333333,10740,63.13333333,55.5,73.33333333,4.333333333,7.9,1
5,81.789084,752.62,151.4,6194.8,80.02,40.06,57,3,7.9,1
2,144.9364745,776.45,186,13935,155.95,19.65,187,5,7.9,1
4,110.056303,699.475,173,9429,89.675,28.55,83,4,7.9,1
4,138.7935,735.85,167.25,8252.25,89.5,13.4675,53.38,4.75,7.9,1
4,76.931255,962.85,122,3698,202.325,32.49,39.39225,4.75,7.9,1
3,31.71501287,650.8666667,141,2193.333333,60.99,23.14666667,195,3,7.9,1
3,31.6697,853.0666667,120.3333333,4302,90.13333333,43.63333333,130.3333333,2.666666667,7.9,1
2,142.56169,765.85,189,15565,120.05,26.4,102,5.5,7.9,1
2,71.08275,654.9,188.5,6310.5,47.35,21.9,27,4.5,7.9,1
3,136.9911567,564.4333333,194.6666667,7119,43.8,6.52,35.33333333,3,7.9,1
5,90.062574,735.94,162.6,4949.4858,73.986,6.9444,93.005316,2.4,7.9,1
3,136.2072167,718.2333333,183,11137.66667,126.2666667,19.56666667,48,4.666666667,7.9,1
3,71.83666667,875.7,122,5358,136.8,11.01,27.40166667,5,7.9,1
2,32.4741,1025.8,113.5,3055.6255,30.3,11.58,15.512915,4,7.91,1
3,136.2072167,718.2333333,183,11137.66667,126.2666667,19.56666667,48,4.666666667,7.91,1
4,45.71635,714.95,143,5981.5,64.5,21.725,68.5,2.5,7.91,1
3,73.85419167,666.8,162,7791.333333,61.06666667,16.19666667,61,4,7.92,1
3,65.99833333,714.9,161,6417,48.06666667,35.66666667,63,4.333333333,7.92,1
3,136.9911567,564.4333333,194.6666667,7119,43.8,6.52,35.33333333,3,7.92,1
3,136.2072167,718.2333333,183,11137.66667,126.2666667,19.56666667,48,4.666666667,7.92,1
5,82.98973464,1047.22,103,3577.825,163.14,3.8824,4.251856,3.4,7.92,1
4,110.056303,699.475,173,9429,89.675,28.55,83,4,7.93,1
4,99.67475,734.725,163.25,6198.5,108.8,13.5075,55.05125,4.75,7.94,1
2,161.8992,630.45,149.5,8545,61.55,7.08,45,4,7.95,1
2,208.0902,709.05,148.5,10560,64.65,7.835,21.5,4.5,7.95,1
4,110.056303,699.475,173,9429,89.675,28.55,83,4,7.95,1
4,118.298125,742.2,166.5,11634,85.85,29.4,85.5,4.5,7.95,1
1,92.90638,663.6,198,8570,87.6,26.8,54,5,7.95,1
2,51.85869,731.9,142.5,5515,57.9,38.4,40.5,4,7.96,1
3,124.6941667,842.6666667,152,13276.33333,153.4,17.7,100.1733333,6,7.96,1
4,89.6417175,784.825,143.25,5449.10725,90.85,6.2805,106.006645,2.75,7.97,1
5,61.258862,794.04,136.2,6164.4,73.16,40.56,70.8,3,7.97,1
5,85.856759,711.86,174.4,6075,43.986,15,55.6,3.4,7.97,1
2,82.8415,631.75,163,8092,51.9,20.795,84,4.5,7.98,1
4,92.2091,776.875,169.25,4428.85725,82.3375,7.6555,108.006645,2.25,8,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,8,1
4,92.90635,786.275,152.25,5223.60725,91.35,7.0305,106.256645,2.75,8,1
4,94.03645,827.5,138.75,5342.85725,90.4075,8.0555,110.756645,2.75,8,1
5,116.66916,805.04,141.8,6542.2858,79.646,7.3984,95.605316,3,8,1
5,88.679574,730.14,172,4249.4858,66.776,7.1244,93.205316,2.2,8,1
6,58.66570833,761.8333333,162.3333333,4247.904833,53.51666667,9.177,121.8377633,2.333333333,8,1
5,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,8,1
5,105.30116,770.02,158.6,5744.8858,82.626,8.1444,91.205316,2.8,8,1
2,81.18535,812.9,152.5,4806.5,103.45,56.75,76.5,3.5,8,1
6,74.697225,735.8333333,162.5,4990.404833,69.555,9.787,92.83776333,3.166666667,8,1
5,84.51936,773.18,146.6,6313.6858,95.78,8.6244,103.805316,2.6,8,1
5,85.85668,807.1,145.2,5960.0858,73.38,6.6544,109.605316,2.6,8,1
4,94.03645,827.5,138.75,5342.85725,90.4075,8.0555,110.756645,2.75,8,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,8,1
5,79.171174,738.22,167,4033.4858,66.244,7.2324,126.205316,2.2,8,1
4,94.03645,827.5,138.75,5342.85725,90.4075,8.0555,110.756645,2.75,8,1
5,103.010254,770.22,150,5503.4858,82.226,7.7044,91.205316,2.8,8,1
5,104.56575,739.74,161.8,6175.8858,83.38,7.3444,87.805316,2.8,8,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,8,1
5,103.010254,770.22,150,5503.4858,82.226,7.7044,91.205316,2.8,8,1
5,103.010254,770.22,150,5503.4858,82.226,7.7044,91.205316,2.8,8,1
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,8,1
6,96.738545,792.8166667,148.6666667,5776.238167,68.77166667,7.645333333,96.00443,2.666666667,8,1
3,39.87446667,882.5,129,3503.809667,88.75666667,7.287333333,200.00886,2,8,1
5,74.290174,810.8,149.8,4975.4858,63.986,6.9944,113.605316,2.2,8,1
5,90.062574,735.94,162.6,4949.4858,73.986,6.9444,93.005316,2.4,8,1
3,29.97688976,819.6,136.3333333,2359.809667,82.96666667,8.540666667,57.00886,2.666666667,8,1
5,84.61548,771.96,168,5539.6858,69.31,8.7244,102.005316,2.4,8,1
5,35.61323386,879.6,131.2,2296.5286,134.214,5.5324,148.007096,2.4,8,1
2,82.70625,644.25,182,2920,75.275,29.1,84,3,8,1
3,41.39066667,707.8666667,141,5006,48.16666667,23.23333333,61,2.666666667,8,1
3,65.22561667,700.1333333,163,5737.333333,44.23333333,32.46666667,61,4,8,1
2,53.98535,885.25,128.5,6270,114.4,70.5,139.5,5,8,1
3,84.35423167,712.4333333,177,9287,73,19.63333333,91,4.666666667,8,1
2,126.78894,760.05,162.5,10986.5,76.5,33.9,58.5,4.5,8,1
2,103.86219,610.8,177,7940,59,15.03,68,4,8,1
2,141.7205,763.9,193,14535.5,97.55,23.5,86.5,5,8,1
2,94.43319,674.2,194,9425,80.5,31.4,96.5,5.5,8,1
2,92.06519,661.65,202,7540.5,65.1,23.9,38.5,4.5,8,1
1,98,702.2,183,11500,54.5,23,51,6,8,1
2,52.45854,874.65,132.5,5415,121.5,65.9,97,4.5,8,1
3,63.90496,657.1666667,181.6666667,6395.666667,49.6,22.76666667,35.66666667,4.666666667,8,1
3,63.857,809.6,140.6666667,7066.666667,131.6,16.94333333,179.735,4.666666667,8,1
5,81.789084,752.62,151.4,6194.8,80.02,40.06,57,3,8,1
4,61.611355,799.025,132.25,5605.75,87.15,47.3,68.5,3,8,1
5,17.82268186,942.52,121.8,817.06818,68.48,22.1696,76.041266,2,8,1
4,63.3434303,589.9,205,1659.75,76.275,27.97,93.5,1.75,8,1
3,31.6697,853.0666667,120.3333333,4302,90.13333333,43.63333333,130.3333333,2.666666667,8,1
4,37.713525,829.575,129.25,5195,71.9,36.175,117.5,2.75,8,1
2,82.70625,644.25,182,2920,75.275,29.1,84,3,8,1
4,70.1768675,711.7,141.5,5846.5,81,32.05,85,4,8,1
3,86.19646,642.3666667,174.6666667,8251.333333,63.8,22.79666667,74,4.666666667,8,1
3,86.19646,642.3666667,174.6666667,8251.333333,63.8,22.79666667,74,4.666666667,8,1
3,118.7918667,808.5666667,168.3333333,11609.33333,76.56666667,26.56666667,53.33333333,5,8,1
2,71.08275,654.9,188.5,6310.5,47.35,21.9,27,4.5,8,1
2,81.927,709.85,165.5,5917,81.55,26.4,41.5,4,8,1
2,82.8415,631.75,163,8092,51.9,20.795,84,4.5,8,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,8,1
2,67.4025,849.75,129.5,6346.5,106.85,9.6,39.76,4.5,8,1
2,67.4025,849.75,129.5,6346.5,106.85,9.6,39.76,4.5,8,1
5,93.01033,785.08,153.4,5168.6858,78.546,8.7244,92.005316,2.8,8,1
2,67.4025,849.75,129.5,6346.5,106.85,9.6,39.76,4.5,8,1
2,67.4025,849.75,129.5,6346.5,106.85,9.6,39.76,4.5,8,1
5,78.481359,774.34,163.4,6630.2,35.77,14.61,73.4,3.2,8,1
2,159.3632845,861.3,153.5,12998.5,164.5,16.1,172,5,8,1
5,76.392968,736.54,167.2,6696.2,35.77,15.78,50.94,3.6,8,1
3,88.41947067,761.6333333,158.3333333,9291.666667,102.4,30.73333333,105.3333333,4.333333333,8,1
5,50.80208,853.8,134.6,3049.2858,131.226,6.0244,104.029316,2.4,8,1
5,52.14440704,1060.9,107.8,3169.225,122.24,4.2444,18.458056,2.8,8,1
4,72.77084232,675.85,178.25,4519.75,41.6125,13.025,71.75,2.75,8,1
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,8,1
5,104.07756,768.3,152.2,5676.2858,82.626,7.8644,92.005316,2.8,8.01,1
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,8.02,1
2,208.0902,709.05,148.5,10560,64.65,7.835,21.5,4.5,8.03,1
1,98,702.2,183,11500,54.5,23,51,6,8.035,1
2,51.85869,731.9,142.5,5515,57.9,38.4,40.5,4,8.04,1
4,61.611355,799.025,132.25,5605.75,87.15,47.3,68.5,3,8.04,1
2,208.0902,709.05,148.5,10560,64.65,7.835,21.5,4.5,8.05,1
2,85.485235,770.05,141,4053,125.5,4.015,6.6025,4.5,8.05,1
2,85.485235,770.05,141,4053,125.5,4.015,6.6025,4.5,8.06,1
4,109.556375,673.725,179.75,7969.25,60.6,25.4,50.75,3.75,8.06,1
4,111.476455,668.675,178,8192.75,60.6,27.15,52,3.75,8.06,1
2,82.70625,644.25,182,2920,75.275,29.1,84,3,8.07,1
2,136.92713,711.85,199,12610,60.05,31.4,55.5,5,8.08,1
3,124.6941667,842.6666667,152,13276.33333,153.4,17.7,100.1733333,6,8.09,1
5,103.56381,743.8,171.6,6038.2858,83.38,7.1444,87.005316,3,8.1,1
5,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,8.1,1
2,97.92535,927.7,130,10755,117.75,70,155,5,8.1,1
2,185.0235,764.4,190.5,20135,48.05,34,109,6.5,8.1,1
3,49.58333333,671.6,139.3333333,4781.333333,72.53333333,26.19666667,70,4,8.1,1
3,44.655015,717.6333333,147.6666667,5303.333333,62.9,28.73333333,62.9,4.333333333,8.1,1
5,65.86926,761.3,148,5263.8,75.94,38.88,57.2,3,8.1,1
3,73.77426,659.5,161,7794,77.16666667,16.53,58,3.333333333,8.1,1
3,73.85419167,666.8,162,7791.333333,61.06666667,16.19666667,61,4,8.1,1
5,65.53419,766.34,149.6,5200.2,75.94,38.72,57.2,3,8.1,1
2,82.70625,644.25,182,2920,75.275,29.1,84,3,8.1,1
2,54.45289,988.35,123,4285.7145,115.05,13.511,27.01329,3.5,8.1,1
4,61.4356905,689.175,165.25,5571.75,45.425,25.775,45,3.75,8.1,1
2,85.485235,770.05,141,4053,125.5,4.015,6.6025,4.5,8.1,1
2,53.3855,742.5,138.5,6370,50.8,43,83,4.5,8.1,1
3,40.55748,846.7,120,4004.696633,52.26666667,9.649333333,20.06016667,3,8.1,1
4,69.27,747.625,159.5,6284.75,54.1825,16.675,63.75,3,8.1,1
4,81.75669875,741.475,168.75,6502.75,44.3375,16.425,61.75,3.5,8.1,1
3,98.05923333,843.2,148.3333333,11186.66667,81.6,58,109,5.666666667,8.1,1
4,58.5196905,795.35,142.25,5791,61.525,24.335,42.559,4.5,8.1,1
3,135.5398233,723.0666667,165.6666667,10973,125.6,19.36666667,48,4.333333333,8.1,1
2,159.3632845,861.3,153.5,12998.5,164.5,16.1,172,5,8.1,1
3,65.99833333,714.9,161,6417,48.06666667,35.66666667,63,4.333333333,8.11,1
2,143.99519,765.85,187.5,15010,147.2,23.4,62.5,5.5,8.111,1
2,85.485235,770.05,141,4053,125.5,4.015,6.6025,4.5,8.12,1
3,87.46833333,856.1666667,127.3333333,6311,135.1333333,12.23333333,27.50666667,5,8.12,1
2,17.558,768.75,116,2099,14.85,29.35,93.5,2.5,8.13,1
3,65.99833333,714.9,161,6417,48.06666667,35.66666667,63,4.333333333,8.14,1
2,208.0902,709.05,148.5,10560,64.65,7.835,21.5,4.5,8.15,1
2,136.92713,711.85,199,12610,60.05,31.4,55.5,5,8.15,1
5,81.789084,752.62,151.4,6194.8,80.02,40.06,57,3,8.15,1
3,49.58333333,671.6,139.3333333,4781.333333,72.53333333,26.19666667,70,4,8.15,1
2,143.99519,765.85,187.5,15010,147.2,23.4,62.5,5.5,8.174,1
2,144.0885,776.45,185,16420,112.95,31,144.5,6,8.174,1
3,107.24042,693.8333333,191.3333333,9909,43.06666667,27.16666667,44.33333333,4.666666667,8.18,1
4,92.2909,729.525,175.25,7370.25,53.7375,18.8,66.75,4,8.18,1
3,41.39066667,707.8666667,141,5006,48.16666667,23.23333333,61,2.666666667,8.19,1
5,85.100174,736.08,155.4,4904.2858,71.55,6.6424,92.005316,2.4,8.2,1
5,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,8.2,1
5,83.900449,776.58,155.4,6238.0858,86.12,8.3844,104.805316,3.2,8.2,1
5,100.003974,726.64,169.4,5125.4858,75.77,6.9444,89.605316,2.4,8.2,1
5,103.010254,770.22,150,5503.4858,82.226,7.7044,91.205316,2.8,8.2,1
3,41.39066667,707.8666667,141,5006,48.16666667,23.23333333,61,2.666666667,8.2,1
2,82.70625,644.25,182,2920,75.275,29.1,84,3,8.2,1
4,161.82535,748.375,150.75,9270,59.9,7.2425,51.5,3.75,8.2,1
3,94.74879333,710.6,156,7067.666667,105.6333333,21.86666667,60.33333333,4.333333333,8.2,1
4,77.80697965,677.25,146.5,5975.75,90.225,19.075,104,4,8.2,1
4,161.82535,748.375,150.75,9270,59.9,7.2425,51.5,3.75,8.2,1
5,45.25319,799.32,134.2,5194.8,69.08,39.48,70.8,3,8.2,1
5,61.541459,792.24,136.2,6318.8,82.76,41.66,74.6,3.2,8.2,1
1,28.0855,786,111,2330,135.1,50.2,150,4,8.2,1
3,87.23116667,672.3666667,170.6666667,7103.333333,74.62333333,12.41333333,139,4,8.2,1
1,69.723,578.7,136,5904,30.4,5.59,29,3,8.2,1
5,81.789084,752.62,151.4,6194.8,80.02,40.06,57,3,8.2,1
3,31.6697,853.0666667,120.3333333,4302,90.13333333,43.63333333,130.3333333,2.666666667,8.2,1
3,131.2798233,546.4,178.6666667,6715,43.8,5.02,35.33333333,3.333333333,8.2,1
2,81.31469,621.15,167,7237,59,16.195,41.5,4,8.2,1
1,44.955912,630.8,184,2985,19.6,16,16,3,8.2,1
3,87.46833333,856.1666667,127.3333333,6311,135.1333333,12.23333333,27.50666667,5,8.2,1
3,50.99216667,703.3333333,154.6666667,5027,40.96666667,31.26666667,27,4,8.2,1
2,67.4025,849.75,129.5,6346.5,106.85,9.6,39.76,4.5,8.2,1
3,135.5398233,723.0666667,165.6666667,10973,125.6,19.36666667,48,4.333333333,8.2,1
4,80.33454875,831.65,133.5,6958.25,117.65,13.225,45.63,4.75,8.2,1
3,44.98407953,782.5666667,125,5080,90.93333333,50.56666667,171.3333333,4.333333333,8.2,1
2,143.9702,821.65,123,7299.5,144.6,8.15,4.26,5.5,8.2,1
3,65.30449333,798.6,141,5542.333333,100.7333333,34.9,84.66666667,4.666666667,8.2,1
6,61.67497887,1024.216667,116.1666667,4481.6875,103.2833333,9.272,43.67571333,2.666666667,8.2,1
4,103.0019508,982.2,125.75,4246.424,168.8,5.5475,5.558175,3.75,8.2,1
2,67.4025,849.75,129.5,6346.5,106.85,9.6,39.76,4.5,8.21,1
4,109.556375,673.725,179.75,7969.25,60.6,25.4,50.75,3.75,8.22,1
4,111.476455,668.675,178,8192.75,60.6,27.15,52,3.75,8.22,1
3,88.41947067,761.6333333,158.3333333,9291.666667,102.4,30.73333333,105.3333333,4.333333333,8.23,1
2,94.43319,674.2,194,9425,80.5,31.4,96.5,5.5,8.24,1
2,51.85869,731.9,142.5,5515,57.9,38.4,40.5,4,8.25,1
2,85.485235,770.05,141,4053,125.5,4.015,6.6025,4.5,8.25,1
4,65.818505,991.075,118.25,2918.8035,208.425,31.84,39.364475,4.75,8.25,1
2,67.4025,849.75,129.5,6346.5,106.85,9.6,39.76,4.5,8.26,1
2,141.0835,721.95,189,15650,44.7,34.5,93.5,6.5,8.27,1
3,58.64897067,712.1,156,5921.666667,88.63333333,29.3,105.3333333,4.333333333,8.27,1
3,135.5398233,723.0666667,165.6666667,10973,125.6,19.36666667,48,4.333333333,8.27,1
2,100.38729,697.05,181.5,9530,107.35,19.05,242,3,8.28,1
2,114.40744,708.95,188,10578.5,20.8,27.35,39.5,4.5,8.28,1
3,96.22776667,677.5666667,159,8250.333333,63.63333333,31.23333333,64.33333333,4,8.28,1
3,88.41947067,761.6333333,158.3333333,9291.666667,102.4,30.73333333,105.3333333,4.333333333,8.29,1
3,41.39066667,707.8666667,141,5006,48.16666667,23.23333333,61,2.666666667,8.29,1
3,135.5398233,723.0666667,165.6666667,10973,125.6,19.36666667,48,4.333333333,8.29,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,8.3,1
5,75.158774,745.38,148.6,4728.2858,69.766,6.6424,95.405316,2.4,8.3,1
5,85.100174,736.08,155.4,4904.2858,71.55,6.6424,92.005316,2.4,8.3,1
5,90.062574,735.94,162.6,4949.4858,73.986,6.9444,93.005316,2.4,8.3,1
3,23.60246667,830.2666667,130.3333333,1681.143,70.9,7.307333333,35.67552667,2.333333333,8.3,1
3,78.63106667,804.7666667,147.3333333,7576.666667,134,16.34333333,189.735,4.333333333,8.3,1
3,45.29577287,851.3,121.3333333,3757.143,91.36666667,12.574,96.34219333,3.333333333,8.3,1
3,66.55912667,716.2,158.3333333,7103.333333,63.06666667,37.6,73.33333333,4.666666667,8.3,1
3,97.05972733,780.9,163.3333333,11049.33333,30.3,25.65,125.6666667,5,8.3,1
2,208.0902,709.05,148.5,10560,64.65,7.835,21.5,4.5,8.3,1
2,75.458085,813.4,131,4203,102.45,55.65,76.5,3.5,8.3,1
3,79.90062667,719.2666667,151.3333333,6070,110.5,28,90.33333333,4.333333333,8.3,1
2,185.0235,764.4,190.5,20135,48.05,34,109,6.5,8.3,1
2,74.47075,676.15,177,8805,53.3,22.9,41,5.5,8.3,1
2,71.08275,654.9,188.5,6310.5,47.35,21.9,27,4.5,8.3,1
3,71.9493062,641.8666667,168.6666667,7183.333333,68.33333333,24.5,142.6666667,4.666666667,8.3,1
2,92.06519,661.65,202,7540.5,65.1,23.9,38.5,4.5,8.3,1
3,55.96864039,652.2666667,185,1702.333333,85.56666667,36.56333333,105.3333333,2,8.3,1
3,14.709394,812.1,114.6666667,2015.333333,10.4,22.21666667,125.6666667,2.333333333,8.3,1
3,88.41947067,761.6333333,158.3333333,9291.666667,102.4,30.73333333,105.3333333,4.333333333,8.3,1
5,81.53989,754.42,150.8,6182.6,80.02,40.58,56.8,3,8.3,1
2,92.06519,661.65,202,7540.5,65.1,23.9,38.5,4.5,8.3,1
1,208.9804,702.9,143,9780,92.7,10.9,8,5,8.3,1
2,67.4025,849.75,129.5,6346.5,106.85,9.6,39.76,4.5,8.3,1
3,97.65933333,748.0333333,155,11253.33333,39.2,39.66666667,71.33333333,5.333333333,8.3,1
1,12.0107,1085.7,67,2260,155.4,105,140,4,8.3,1
3,87.23116667,672.3666667,170.6666667,7103.333333,74.62333333,12.41333333,139,4,8.3,1
4,92.749775,731.825,174,7390.25,55.8375,17.8,74.25,4,8.3,1
3,85.52166667,844.2666667,130.6666667,6463.333333,106.1333333,12.96666667,34.50666667,4.666666667,8.3,1
2,135.69819,619.4,203,10940,44.55,26.15,38.5,4.5,8.31,1
3,107.24042,693.8333333,191.3333333,9909,43.06666667,27.16666667,44.33333333,4.666666667,8.32,1
2,32.4741,1025.8,113.5,3055.6255,30.3,11.58,15.512915,4,8.32,1
5,90.062574,735.94,162.6,4949.4858,73.986,6.9444,93.005316,2.4,8.33,1
2,144.0885,776.45,185,16420,112.95,31,144.5,6,8.35,1
2,149.82894,734.15,172.5,11980,70.65,21.5,62,4.5,8.35,1
3,104.559254,809.4333333,164.6666667,8634.333333,95.27666667,9.546666667,35.412,4.333333333,8.35,1
3,124.6941667,842.6666667,152,13276.33333,153.4,17.7,100.1733333,6,8.39,1
5,116.66916,805.04,141.8,6542.2858,79.646,7.3984,95.605316,3,8.4,1
5,84.51936,773.18,146.6,6313.6858,95.78,8.6244,103.805316,2.6,8.4,1
4,63.3434303,589.9,205,1659.75,76.275,27.97,93.5,1.75,8.4,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,8.4,1
2,26.04435,837.55,130.5,1905,79.635,56.77,170,3,8.4,1
2,82.70625,644.25,182,2920,75.275,29.1,84,3,8.4,1
1,28.0855,786,111,2330,135.1,50.2,150,4,8.4,1
2,141.0608,830.7,134,8533.5,58.05,16.235,42.5,4.5,8.4,1
3,95.087,686.7333333,161.6666667,8683.333333,34.36666667,37.16666667,63,4.333333333,8.4,1
2,208.0902,709.05,148.5,10560,64.65,7.835,21.5,4.5,8.4,1
2,208.0902,709.05,148.5,10560,64.65,7.835,21.5,4.5,8.4,1
2,141.0835,721.95,189,15650,44.7,34.5,93.5,6.5,8.4,1
3,59.86589833,662.3,153,6971.333333,49.23333333,14.86333333,53.33333333,4,8.4,1
3,113.6048163,734.3333333,181,11326.66667,121.3333333,20.7,135,5,8.4,1
3,107.24042,693.8333333,191.3333333,9909,43.06666667,27.16666667,44.33333333,4.666666667,8.4,1
3,31.6697,853.0666667,120.3333333,4302,90.13333333,43.63333333,130.3333333,2.666666667,8.4,1
4,61.611355,799.025,132.25,5605.75,87.15,47.3,68.5,3,8.4,1
4,103.54625,834.85,133.5,7099.75,127,11.975,43.68125,5.5,8.4,1
2,136.92713,711.85,199,12610,60.05,31.4,55.5,5,8.4,1
2,118.57425,704.6,179.5,13565,34.05,27.9,39.5,6,8.4,1
4,58.5196905,795.35,142.25,5791,61.525,24.335,42.559,4.5,8.4,1
2,168.2902,785.95,133,8010,142.2,14.2,5.5,5.5,8.4,1
3,88.41947067,761.6333333,158.3333333,9291.666667,102.4,30.73333333,105.3333333,4.333333333,8.4,1
3,104.559254,809.4333333,164.6666667,8634.333333,95.27666667,9.546666667,35.412,4.333333333,8.4,1
3,76.81314667,845.5333333,144,6473.3633,42.63333333,16.286,18.06016667,3.333333333,8.42,1
2,136.92713,711.85,199,12610,60.05,31.4,55.5,5,8.42,1
4,113.403405,651.675,175.75,8386.5,60.6,27.675,52.25,3.75,8.43,1
4,92.2909,729.525,175.25,7370.25,53.7375,18.8,66.75,4,8.43,1
1,69.723,578.7,136,5904,30.4,5.59,29,3,8.45,1
3,100.3596667,762.2666667,166.3333333,6270,108.8,15.14333333,59.40166667,5,8.45,1
5,85.856759,711.86,174.4,6075,43.986,15,55.6,3.4,8.45,1
4,73.6175,891.875,117.25,5223.25,151.725,9.6075,20.68125,5.25,8.45,1
3,88.41947067,761.6333333,158.3333333,9291.666667,102.4,30.73333333,105.3333333,4.333333333,8.46,1
3,71.83666667,875.7,122,5358,136.8,11.01,27.40166667,5,8.465,1
3,87.46833333,856.1666667,127.3333333,6311,135.1333333,12.23333333,27.50666667,5,8.47,1
4,61.611355,799.025,132.25,5605.75,87.15,47.3,68.5,3,8.48,1
4,91.8081,775.175,171,4956.10725,82.3375,7.4555,107.756645,2.25,8.5,1
2,25.5545,752.1,155,1558,102.65,53.665,120,2.5,8.5,1
4,94.03645,827.5,138.75,5342.85725,90.4075,8.0555,110.756645,2.75,8.5,1
5,103.010254,770.22,150,5503.4858,82.226,7.7044,91.205316,2.8,8.5,1
5,105.45428,746.5,169.8,6180.8858,83.38,7.4644,87.005316,2.8,8.5,1
